	Kingdom	Phylum	Class	Order	Family	Genus
ASV_3808	Bacteria	NA	NA	NA	NA	NA
ASV_3809	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3810	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
ASV_3811	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Thioglobaceae	NA
ASV_3812	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2
ASV_3813	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella
ASV_3814	Bacteria	NA	NA	NA	NA	NA
ASV_3815	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	NA	NA
ASV_3816	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_3817	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3818	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3819	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3820	Bacteria	Proteobacteria	Gammaproteobacteria	Granulosicoccales	NA	NA
ASV_3821	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3822	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA
ASV_3823	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_3824	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3825	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3826	Bacteria	Nitrospinota	P9X2b3D02	NA	NA	NA
ASV_3827	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3828	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_3829	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA
ASV_3830	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_3831	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV_3832	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV_3833	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA
ASV_3834	Bacteria	NA	NA	NA	NA	NA
ASV_3835	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_3836	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix
ASV_3837	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_3838	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA
ASV_3839	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
ASV_3840	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola
ASV_3841	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3842	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	NA
ASV_3843	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	NA
ASV_3844	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_3845	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_3846	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3847	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_3848	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_3849	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus Allobeggiatoa
ASV_3850	Bacteria	NA	NA	NA	NA	NA
ASV_3851	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_3852	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3853	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_3854	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3855	Bacteria	NA	NA	NA	NA	NA
ASV_3856	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_3857	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_3858	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_3859	Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58	NA	NA
ASV_3860	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_3861	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_3862	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
ASV_3863	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_3864	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3865	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_3866	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_3867	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
ASV_3868	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3869	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola
ASV_3870	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Arcanobacter
ASV_3871	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3872	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3873	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3874	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3875	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3876	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3877	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceitalea
ASV_3878	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA
ASV_3879	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ASV_3880	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3881	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3882	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
ASV_3883	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ASV_3884	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV_3885	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3886	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_3887	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_3888	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3889	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3890	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_3891	Bacteria	NA	NA	NA	NA	NA
ASV_3892	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3893	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_3894	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3895	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_3896	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	NA
ASV_3897	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3898	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3899	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
ASV_3900	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus
ASV_3901	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3902	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	NA
ASV_3903	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
ASV_3904	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	NA
ASV_3905	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3906	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3908	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_3909	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3910	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
ASV_3911	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_3912	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3913	Bacteria	NA	NA	NA	NA	NA
ASV_3914	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella
ASV_3915	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_3916	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3917	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_3918	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA
ASV_3919	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella
ASV_3920	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3921	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3922	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3923	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_3924	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_3925	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3926	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA
ASV_3927	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3928	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans
ASV_3929	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3930	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_3931	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	NA
ASV_3932	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3933	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_3934	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA
ASV_3935	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3936	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
ASV_3937	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3938	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3939	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3940	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3941	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_3942	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_3943	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_3944	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3945	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_3946	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_3947	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3948	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	BBMC-4	NA
ASV_3949	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
ASV_3950	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_3951	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
ASV_3952	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_3953	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3954	Bacteria	NA	NA	NA	NA	NA
ASV_3955	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_3956	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3957	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_3958	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA
ASV_3959	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	NA	NA
ASV_3960	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_3961	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3962	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3963	Bacteria	Patescibacteria	WWE3	NA	NA	NA
ASV_3964	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3965	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_3966	Bacteria	NA	NA	NA	NA	NA
ASV_3967	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3968	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3969	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_3970	Bacteria	Marinimicrobia (SAR406 clade)	NA	NA	NA	NA
ASV_3971	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_3972	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_3973	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	NA
ASV_3974	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_3975	Bacteria	NA	NA	NA	NA	NA
ASV_3976	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_3977	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_3978	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_3979	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA
ASV_3980	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_3981	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_3982	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128
ASV_3983	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_3984	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3985	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3986	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga
ASV_3987	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_3988	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila
ASV_3989	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	NA
ASV_3990	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_3991	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3992	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus
ASV_3993	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
ASV_3994	Bacteria	Patescibacteria	Parcubacteria	Candidatus Campbellbacteria	NA	NA
ASV_3995	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3996	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_3997	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3998	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_3999	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4000	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA
ASV_4001	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4002	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4003	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_4004	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	NA	NA
ASV_4005	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_4006	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
ASV_4007	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_4008	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Seohaeicola
ASV_4009	Archaea	NA	NA	NA	NA	NA
ASV_4010	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4011	Bacteria	NA	NA	NA	NA	NA
ASV_4012	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Garritya
ASV_4013	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_4014	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4015	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10
ASV_4016	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA
ASV_4017	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Clostridium sensu stricto	NA
ASV_4018	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_4019	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_4020	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_4021	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4022	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4023	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4024	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella
ASV_4025	Bacteria	NA	NA	NA	NA	NA
ASV_4026	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4027	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
ASV_4028	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_4029	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_4030	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_4031	Bacteria	WPS-2	NA	NA	NA	NA
ASV_4032	Bacteria	Myxococcota	Polyangia	PS-B29	NA	NA
ASV_4033	Bacteria	Acidobacteriota	NA	NA	NA	NA
ASV_4034	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4035	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	4572-13	NA
ASV_4036	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4037	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_4038	Bacteria	Proteobacteria	Gammaproteobacteria	P0X4b2H11	NA	NA
ASV_4039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA
ASV_4040	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_4041	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Entomoplasmatales Incertae Sedis	Candidatus Hepatoplasma
ASV_4042	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4043	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4044	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
ASV_4045	Bacteria	Bacteroidota	Bacteroidia	Bacteroidetes VC2.1 Bac22	NA	NA
ASV_4046	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_4047	Bacteria	NA	NA	NA	NA	NA
ASV_4048	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4049	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA
ASV_4050	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV_4051	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4052	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_4053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4054	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_4055	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	NA	NA
ASV_4056	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4057	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA
ASV_4058	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_4059	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_4060	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
ASV_4061	Bacteria	Myxococcota	Polyangia	UASB-TL25	NA	NA
ASV_4062	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4063	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_4064	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	NA	NA
ASV_4065	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
ASV_4066	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_4067	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_4068	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
ASV_4069	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_4070	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4071	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_4072	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
ASV_4073	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4074	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA
ASV_4075	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_4076	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4077	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum
ASV_4078	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Rickettsiella
ASV_4079	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_4080	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_4081	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4082	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_4083	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_4084	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_4085	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_4086	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4087	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_4088	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
ASV_4089	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_4090	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_4091	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_4092	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_4093	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_4094	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
ASV_4095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_4096	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_4097	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_4098	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_4099	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
